image_name,image_path,released_year,viewpoint,bbox,make,model,type
aed06fc1a1bd7f,dataset/image/76/365/2014/aed06fc1a1bd7f.jpg,2014,rear,"[170.0, 157.0, 742.0, 603.0]",Besturn,Besturn B90,sedan
2e51b33ef0c571,dataset/image/76/365/2014/2e51b33ef0c571.jpg,2014,rear,"[98.0, 48.0, 712.0, 522.0]",Besturn,Besturn B90,sedan
06130590687fab,dataset/image/76/365/2014/06130590687fab.jpg,2014,rear,"[147.0, 90.0, 678.0, 506.0]",Besturn,Besturn B90,sedan
bcf508032849c4,dataset/image/76/365/2014/bcf508032849c4.jpg,2014,front,"[171.0, 118.0, 644.0, 469.0]",Besturn,Besturn B90,sedan
a2bd567a70d5a3,dataset/image/76/365/2014/a2bd567a70d5a3.jpg,2014,rear,"[213.0, 179.0, 691.0, 560.0]",Besturn,Besturn B90,sedan
9aae95c392f861,dataset/image/76/365/2014/9aae95c392f861.jpg,2014,front,"[121.0, 64.0, 685.0, 471.0]",Besturn,Besturn B90,sedan
88e529e2ab8803,dataset/image/76/365/2014/88e529e2ab8803.jpg,2014,front,"[181.0, 131.0, 611.0, 432.0]",Besturn,Besturn B90,sedan
14099d9f0bf1ea,dataset/image/76/365/2014/14099d9f0bf1ea.jpg,2014,front,"[163.0, 123.0, 848.0, 653.0]",Besturn,Besturn B90,sedan
5be6f942bf11ac,dataset/image/76/365/2014/5be6f942bf11ac.jpg,2014,rear,"[156.0, 144.0, 634.0, 516.0]",Besturn,Besturn B90,sedan
7f5d215c05aaef,dataset/image/76/365/2014/7f5d215c05aaef.jpg,2014,front,"[96.0, 72.0, 650.0, 472.0]",Besturn,Besturn B90,sedan
ca3b5f09c8e81e,dataset/image/76/365/2014/ca3b5f09c8e81e.jpg,2014,rear,"[177.0, 142.0, 814.0, 656.0]",Besturn,Besturn B90,sedan
1fe492b1be1479,dataset/image/76/365/2014/1fe492b1be1479.jpg,2014,front,"[157.0, 145.0, 762.0, 592.0]",Besturn,Besturn B90,sedan
a1d53390dc87d2,dataset/image/76/365/2014/a1d53390dc87d2.jpg,2014,rear,"[170.0, 153.0, 626.0, 508.0]",Besturn,Besturn B90,sedan
4704859631b0b4,dataset/image/76/365/2014/4704859631b0b4.jpg,2014,front,"[189.0, 165.0, 614.0, 475.0]",Besturn,Besturn B90,sedan
3d17a626260a1a,dataset/image/76/365/2014/3d17a626260a1a.jpg,2014,rear,"[199.0, 172.0, 811.0, 630.0]",Besturn,Besturn B90,sedan
4316ed2b1d5bfe,dataset/image/76/365/2012/4316ed2b1d5bfe.jpg,2012,front,"[143.0, 120.0, 657.0, 491.0]",Besturn,Besturn B90,sedan
7e2e66f6b64030,dataset/image/76/365/2012/7e2e66f6b64030.jpg,2012,rear,"[212.0, 175.0, 701.0, 566.0]",Besturn,Besturn B90,sedan
ef9456daa08ca3,dataset/image/76/365/2012/ef9456daa08ca3.jpg,2012,front,"[205.0, 160.0, 688.0, 519.0]",Besturn,Besturn B90,sedan
8fcd90d492bb68,dataset/image/76/365/2012/8fcd90d492bb68.jpg,2012,rear,"[204.0, 193.0, 719.0, 605.0]",Besturn,Besturn B90,sedan
3db1f2bd190c32,dataset/image/76/365/2012/3db1f2bd190c32.jpg,2012,front,"[159.0, 133.0, 646.0, 474.0]",Besturn,Besturn B90,sedan
d546f4e80a89bc,dataset/image/76/365/2012/d546f4e80a89bc.jpg,2012,rear,"[167.0, 111.0, 754.0, 564.0]",Besturn,Besturn B90,sedan
3e7f9c53d28d08,dataset/image/76/365/2012/3e7f9c53d28d08.jpg,2012,front,"[208.0, 193.0, 715.0, 566.0]",Besturn,Besturn B90,sedan
5b2c080a6b928e,dataset/image/76/365/2012/5b2c080a6b928e.jpg,2012,front,"[195.0, 159.0, 724.0, 550.0]",Besturn,Besturn B90,sedan
0eca05d53b4021,dataset/image/76/365/2012/0eca05d53b4021.jpg,2012,rear,"[190.0, 181.0, 718.0, 605.0]",Besturn,Besturn B90,sedan
c0c304d7f266b0,dataset/image/76/365/2012/c0c304d7f266b0.jpg,2012,rear,"[231.0, 174.0, 682.0, 533.0]",Besturn,Besturn B90,sedan
07debc9cbf4fee,dataset/image/76/365/2012/07debc9cbf4fee.jpg,2012,front,"[179.0, 157.0, 746.0, 574.0]",Besturn,Besturn B90,sedan
18e14c550d67fd,dataset/image/76/365/2011/18e14c550d67fd.jpg,2011,front,"[161.0, 140.0, 657.0, 469.0]",Besturn,Besturn B90,sedan
b2775ea2e18023,dataset/image/76/364/2013/b2775ea2e18023.jpg,2013,rear,"[242.0, 220.0, 669.0, 552.0]",Besturn,Besturn B50,sedan
65c235731488c4,dataset/image/76/364/2013/65c235731488c4.jpg,2013,rear,"[155.0, 147.0, 749.0, 580.0]",Besturn,Besturn B50,sedan
7023a002f0e3b6,dataset/image/76/364/2013/7023a002f0e3b6.jpg,2013,front,"[151.0, 123.0, 630.0, 487.0]",Besturn,Besturn B50,sedan
ecd575005cb252,dataset/image/76/364/2013/ecd575005cb252.jpg,2013,front,"[210.0, 106.0, 600.0, 428.0]",Besturn,Besturn B50,sedan
fd99f6aa70f189,dataset/image/76/364/2013/fd99f6aa70f189.jpg,2013,front,"[248.0, 228.0, 686.0, 552.0]",Besturn,Besturn B50,sedan
63ef2d943bbe13,dataset/image/76/364/2013/63ef2d943bbe13.jpg,2013,front,"[177.0, 125.0, 745.0, 545.0]",Besturn,Besturn B50,sedan
e7624d0aeca8eb,dataset/image/76/364/2013/e7624d0aeca8eb.jpg,2013,rear,"[172.0, 131.0, 750.0, 584.0]",Besturn,Besturn B50,sedan
d0754c4b5e3c89,dataset/image/76/364/2013/d0754c4b5e3c89.jpg,2013,front,"[117.0, 110.0, 769.0, 565.0]",Besturn,Besturn B50,sedan
f4ea1e2d266eb6,dataset/image/76/364/2013/f4ea1e2d266eb6.jpg,2013,rear,"[167.0, 135.0, 623.0, 476.0]",Besturn,Besturn B50,sedan
b37c78f25e333b,dataset/image/76/364/2013/b37c78f25e333b.jpg,2013,rear,"[154.0, 147.0, 735.0, 603.0]",Besturn,Besturn B50,sedan
3cafb3b35df865,dataset/image/76/364/2013/3cafb3b35df865.jpg,2013,front,"[143.0, 136.0, 766.0, 591.0]",Besturn,Besturn B50,sedan
6534f8742e0a48,dataset/image/76/364/2012/6534f8742e0a48.jpg,2012,front,"[141.0, 132.0, 760.0, 577.0]",Besturn,Besturn B50,sedan
0a7bf9d053e265,dataset/image/76/364/2012/0a7bf9d053e265.jpg,2012,front,"[225.0, 176.0, 684.0, 509.0]",Besturn,Besturn B50,sedan
ce0bb45251fc88,dataset/image/76/364/2012/ce0bb45251fc88.jpg,2012,rear,"[157.0, 145.0, 755.0, 610.0]",Besturn,Besturn B50,sedan
d048788e41f716,dataset/image/76/364/2012/d048788e41f716.jpg,2012,front,"[122.0, 130.0, 777.0, 589.0]",Besturn,Besturn B50,sedan
e2ad19f4baa81b,dataset/image/76/364/2012/e2ad19f4baa81b.jpg,2012,rear,"[211.0, 151.0, 697.0, 533.0]",Besturn,Besturn B50,sedan
65b5105797dcfb,dataset/image/76/364/2012/65b5105797dcfb.jpg,2012,rear,"[141.0, 160.0, 762.0, 626.0]",Besturn,Besturn B50,sedan
8d7ddca258f25b,dataset/image/76/364/2012/8d7ddca258f25b.jpg,2012,rear,"[148.0, 142.0, 759.0, 613.0]",Besturn,Besturn B50,sedan
0571fcb0f6bc87,dataset/image/76/364/2012/0571fcb0f6bc87.jpg,2012,rear,"[130.0, 118.0, 784.0, 605.0]",Besturn,Besturn B50,sedan
543a6a032b1361,dataset/image/76/364/2012/543a6a032b1361.jpg,2012,rear,"[68.0, 59.0, 836.0, 624.0]",Besturn,Besturn B50,sedan
6c7561d7c9c835,dataset/image/76/364/2012/6c7561d7c9c835.jpg,2012,front,"[142.0, 118.0, 773.0, 577.0]",Besturn,Besturn B50,sedan
0531bba0a8e18d,dataset/image/76/364/2012/0531bba0a8e18d.jpg,2012,front,"[105.0, 121.0, 792.0, 626.0]",Besturn,Besturn B50,sedan
fe7825740adf66,dataset/image/76/364/2012/fe7825740adf66.jpg,2012,front,"[141.0, 146.0, 753.0, 583.0]",Besturn,Besturn B50,sedan
065674f83161dc,dataset/image/76/364/2009/065674f83161dc.jpg,2009,front,"[91.0, 161.0, 828.0, 580.0]",Besturn,Besturn B50,sedan
6a5270c6c479c0,dataset/image/76/364/2009/6a5270c6c479c0.jpg,2009,front,"[129.0, 39.0, 822.0, 600.0]",Besturn,Besturn B50,sedan
e822653d7d1eb9,dataset/image/76/364/2009/e822653d7d1eb9.jpg,2009,front,"[167.0, 60.0, 762.0, 554.0]",Besturn,Besturn B50,sedan
31e422afb3675d,dataset/image/76/364/2009/31e422afb3675d.jpg,2009,rear,"[144.0, 96.0, 776.0, 547.0]",Besturn,Besturn B50,sedan
ac341d867c9496,dataset/image/76/364/2009/ac341d867c9496.jpg,2009,front,"[88.0, 47.0, 774.0, 567.0]",Besturn,Besturn B50,sedan
0144aa9950e8e5,dataset/image/76/364/2009/0144aa9950e8e5.jpg,2009,front,"[97.0, 98.0, 804.0, 562.0]",Besturn,Besturn B50,sedan
495f1f62fa514e,dataset/image/76/364/2009/495f1f62fa514e.jpg,2009,rear,"[135.0, 91.0, 791.0, 555.0]",Besturn,Besturn B50,sedan
da29f47d0c4923,dataset/image/76/364/2009/da29f47d0c4923.jpg,2009,front,"[202.0, 216.0, 786.0, 606.0]",Besturn,Besturn B50,sedan
9c8c14385a958d,dataset/image/76/364/2009/9c8c14385a958d.jpg,2009,front,"[105.0, 20.0, 801.0, 622.0]",Besturn,Besturn B50,sedan
a5161b8b6503c6,dataset/image/76/364/2009/a5161b8b6503c6.jpg,2009,front,"[142.0, 75.0, 807.0, 580.0]",Besturn,Besturn B50,sedan
ac75768df4b268,dataset/image/76/364/2009/ac75768df4b268.jpg,2009,front,"[149.0, 43.0, 748.0, 598.0]",Besturn,Besturn B50,sedan
c9db495003c0ba,dataset/image/76/364/2009/c9db495003c0ba.jpg,2009,rear,"[130.0, 48.0, 812.0, 594.0]",Besturn,Besturn B50,sedan
d4a45fb139df31,dataset/image/76/364/2011/d4a45fb139df31.jpg,2011,front,"[155.0, 148.0, 754.0, 584.0]",Besturn,Besturn B50,sedan
71320ded0d3c6d,dataset/image/76/364/2011/71320ded0d3c6d.jpg,2011,front,"[107.0, 78.0, 830.0, 575.0]",Besturn,Besturn B50,sedan
52d6c0f99606a0,dataset/image/76/364/2011/52d6c0f99606a0.jpg,2011,rear,"[140.0, 124.0, 764.0, 590.0]",Besturn,Besturn B50,sedan
ddbdbad49aece7,dataset/image/76/364/2011/ddbdbad49aece7.jpg,2011,front,"[144.0, 135.0, 777.0, 572.0]",Besturn,Besturn B50,sedan
1ddfc2ee9a42d5,dataset/image/76/364/2011/1ddfc2ee9a42d5.jpg,2011,rear,"[132.0, 116.0, 754.0, 611.0]",Besturn,Besturn B50,sedan
96a370f51d3e9a,dataset/image/76/364/2011/96a370f51d3e9a.jpg,2011,front,"[132.0, 102.0, 778.0, 582.0]",Besturn,Besturn B50,sedan
5fa6500e3a6d10,dataset/image/76/364/2011/5fa6500e3a6d10.jpg,2011,rear,"[167.0, 182.0, 749.0, 613.0]",Besturn,Besturn B50,sedan
ad4cff72dae9da,dataset/image/76/364/2011/ad4cff72dae9da.jpg,2011,rear,"[169.0, 113.0, 754.0, 557.0]",Besturn,Besturn B50,sedan
ca92b1fcf88034,dataset/image/76/364/2011/ca92b1fcf88034.jpg,2011,front,"[191.0, 161.0, 713.0, 565.0]",Besturn,Besturn B50,sedan
28b60134548bda,dataset/image/76/364/2011/28b60134548bda.jpg,2011,rear,"[173.0, 163.0, 727.0, 572.0]",Besturn,Besturn B50,sedan
213e8faaa2ca17,dataset/image/76/364/2011/213e8faaa2ca17.jpg,2011,front,"[116.0, 112.0, 796.0, 620.0]",Besturn,Besturn B50,sedan
a19bea66e53b85,dataset/image/76/366/2013/a19bea66e53b85.jpg,2013,front,"[194.0, 202.0, 477.0, 437.0]",Besturn,Besturn X80,SUV
fd25e840cc6ce8,dataset/image/76/366/2013/fd25e840cc6ce8.jpg,2013,rear,"[208.0, 10.0, 623.0, 368.0]",Besturn,Besturn X80,SUV
67e825972db249,dataset/image/76/366/2013/67e825972db249.jpg,2013,front,"[138.0, 77.0, 682.0, 524.0]",Besturn,Besturn X80,SUV
c3252ff521d321,dataset/image/76/366/2013/c3252ff521d321.jpg,2013,front,"[275.0, 219.0, 493.0, 373.0]",Besturn,Besturn X80,SUV
5031e1dfe78745,dataset/image/76/366/2013/5031e1dfe78745.jpg,2013,front,"[200.0, 70.0, 627.0, 440.0]",Besturn,Besturn X80,SUV
bc8075fb151589,dataset/image/76/366/2013/bc8075fb151589.jpg,2013,front,"[95.0, 204.0, 667.0, 685.0]",Besturn,Besturn X80,SUV
d046fc27e0d2f2,dataset/image/76/366/2013/d046fc27e0d2f2.jpg,2013,rear,"[119.0, 61.0, 602.0, 475.0]",Besturn,Besturn X80,SUV
4eaac5d8afbac0,dataset/image/76/366/2013/4eaac5d8afbac0.jpg,2013,front,"[229.0, 182.0, 690.0, 567.0]",Besturn,Besturn X80,SUV
b3b40bebb56fe3,dataset/image/76/366/2013/b3b40bebb56fe3.jpg,2013,rear,"[237.0, 165.0, 665.0, 549.0]",Besturn,Besturn X80,SUV
dc73bb3ab3565c,dataset/image/76/366/2013/dc73bb3ab3565c.jpg,2013,rear,"[173.0, 109.0, 652.0, 495.0]",Besturn,Besturn X80,SUV
59c3043737861f,dataset/image/76/366/2013/59c3043737861f.jpg,2013,front,"[232.0, 100.0, 530.0, 355.0]",Besturn,Besturn X80,SUV
10aa3942ae0baf,dataset/image/76/366/2013/10aa3942ae0baf.jpg,2013,rear,"[223.0, 138.0, 672.0, 540.0]",Besturn,Besturn X80,SUV
7c560943f6e41c,dataset/image/76/366/2013/7c560943f6e41c.jpg,2013,front,"[72.0, 1.0, 751.0, 499.0]",Besturn,Besturn X80,SUV
33d05e705c510b,dataset/image/76/366/2013/33d05e705c510b.jpg,2013,front,"[234.0, 171.0, 652.0, 529.0]",Besturn,Besturn X80,SUV
2dffaa9f18a47b,dataset/image/76/366/2013/2dffaa9f18a47b.jpg,2013,front,"[244.0, 146.0, 664.0, 500.0]",Besturn,Besturn X80,SUV
ca2b4bd88f68fc,dataset/image/76/366/2013/ca2b4bd88f68fc.jpg,2013,front,"[207.0, 141.0, 636.0, 471.0]",Besturn,Besturn X80,SUV
bc33c645d141e4,dataset/image/76/366/2013/bc33c645d141e4.jpg,2013,rear,"[245.0, 176.0, 673.0, 566.0]",Besturn,Besturn X80,SUV
da111273d47ba0,dataset/image/76/366/2013/da111273d47ba0.jpg,2013,front,"[190.0, 63.0, 636.0, 417.0]",Besturn,Besturn X80,SUV
c8b02cb169b517,dataset/image/76/366/2013/c8b02cb169b517.jpg,2013,front,"[211.0, 153.0, 703.0, 562.0]",Besturn,Besturn X80,SUV
5b8f9161eb3675,dataset/image/76/366/2013/5b8f9161eb3675.jpg,2013,rear,"[82.0, 106.0, 645.0, 584.0]",Besturn,Besturn X80,SUV
d5ca34d16edb24,dataset/image/76/366/2013/d5ca34d16edb24.jpg,2013,front,"[79.0, 7.0, 681.0, 556.0]",Besturn,Besturn X80,SUV
9247d0d6ffbb65,dataset/image/76/366/2013/9247d0d6ffbb65.jpg,2013,front,"[77.0, 23.0, 739.0, 565.0]",Besturn,Besturn X80,SUV
dce1de4b259e12,dataset/image/76/366/2015/dce1de4b259e12.jpg,2015,rear,"[171.0, 103.0, 739.0, 616.0]",Besturn,Besturn X80,SUV
e50a2eaca56bdf,dataset/image/76/366/2015/e50a2eaca56bdf.jpg,2015,rear,"[186.0, 121.0, 725.0, 610.0]",Besturn,Besturn X80,SUV
925760efe49305,dataset/image/76/366/2015/925760efe49305.jpg,2015,front,"[175.0, 138.0, 761.0, 605.0]",Besturn,Besturn X80,SUV
3b54b29b2ebd8c,dataset/image/76/366/2015/3b54b29b2ebd8c.jpg,2015,front,"[160.0, 121.0, 756.0, 613.0]",Besturn,Besturn X80,SUV
1e3e90c229c342,dataset/image/76/366/2015/1e3e90c229c342.jpg,2015,rear,"[204.0, 147.0, 748.0, 623.0]",Besturn,Besturn X80,SUV
d2ade903b0feac,dataset/image/76/366/2015/d2ade903b0feac.jpg,2015,front,"[177.0, 131.0, 739.0, 590.0]",Besturn,Besturn X80,SUV
79e73f02a0e1ea,dataset/image/76/366/2015/79e73f02a0e1ea.jpg,2015,rear,"[179.0, 116.0, 728.0, 612.0]",Besturn,Besturn X80,SUV
22c95cdfdc4c0e,dataset/image/76/366/2015/22c95cdfdc4c0e.jpg,2015,front,"[157.0, 121.0, 756.0, 609.0]",Besturn,Besturn X80,SUV
73d74fa3ed8e5e,dataset/image/76/367/2014/73d74fa3ed8e5e.jpg,2014,rear,"[170.0, 137.0, 744.0, 589.0]",Besturn,Besturn B70,sedan
20e1844840ad30,dataset/image/76/367/2014/20e1844840ad30.jpg,2014,rear,"[176.0, 145.0, 728.0, 586.0]",Besturn,Besturn B70,sedan
97e07d7ea3e1af,dataset/image/76/367/2014/97e07d7ea3e1af.jpg,2014,front,"[221.0, 191.0, 701.0, 541.0]",Besturn,Besturn B70,sedan
ccfa1415e362c2,dataset/image/76/367/2014/ccfa1415e362c2.jpg,2014,rear,"[186.0, 132.0, 724.0, 529.0]",Besturn,Besturn B70,sedan
d98c6c6d88b4c2,dataset/image/76/367/2014/d98c6c6d88b4c2.jpg,2014,front,"[172.0, 143.0, 737.0, 563.0]",Besturn,Besturn B70,sedan
c8114b44a3da90,dataset/image/76/367/2014/c8114b44a3da90.jpg,2014,rear,"[154.0, 106.0, 782.0, 579.0]",Besturn,Besturn B70,sedan
daeb1b73ee8ca9,dataset/image/76/367/2014/daeb1b73ee8ca9.jpg,2014,front,"[190.0, 165.0, 733.0, 573.0]",Besturn,Besturn B70,sedan
8c3114493a726d,dataset/image/76/367/2014/8c3114493a726d.jpg,2014,front,"[158.0, 145.0, 747.0, 583.0]",Besturn,Besturn B70,sedan
5482796c1fb353,dataset/image/76/367/2014/5482796c1fb353.jpg,2014,rear,"[194.0, 173.0, 716.0, 592.0]",Besturn,Besturn B70,sedan
222ff160cde34c,dataset/image/76/367/2012/222ff160cde34c.jpg,2012,rear,"[156.0, 160.0, 767.0, 584.0]",Besturn,Besturn B70,sedan
1c88d3204736f2,dataset/image/76/367/2012/1c88d3204736f2.jpg,2012,rear,"[183.0, 153.0, 720.0, 578.0]",Besturn,Besturn B70,sedan
61976b9ddaef6a,dataset/image/76/367/2012/61976b9ddaef6a.jpg,2012,rear,"[213.0, 172.0, 700.0, 555.0]",Besturn,Besturn B70,sedan
32955c2b1e68c4,dataset/image/76/367/2012/32955c2b1e68c4.jpg,2012,front,"[197.0, 150.0, 719.0, 529.0]",Besturn,Besturn B70,sedan
dd60ae4d44d28c,dataset/image/76/367/2012/dd60ae4d44d28c.jpg,2012,front,"[162.0, 158.0, 745.0, 582.0]",Besturn,Besturn B70,sedan
4d4a11b48e68a3,dataset/image/76/367/2012/4d4a11b48e68a3.jpg,2012,rear,"[212.0, 153.0, 701.0, 539.0]",Besturn,Besturn B70,sedan
9baf53d742e195,dataset/image/76/367/2012/9baf53d742e195.jpg,2012,rear,"[241.0, 169.0, 673.0, 519.0]",Besturn,Besturn B70,sedan
b7575401a2c9de,dataset/image/76/367/2012/b7575401a2c9de.jpg,2012,front,"[210.0, 174.0, 712.0, 544.0]",Besturn,Besturn B70,sedan
f843a42b9d6b53,dataset/image/76/367/2012/f843a42b9d6b53.jpg,2012,front,"[166.0, 133.0, 767.0, 577.0]",Besturn,Besturn B70,sedan
8645e250ebf8b3,dataset/image/76/367/2012/8645e250ebf8b3.jpg,2012,front,"[216.0, 143.0, 703.0, 496.0]",Besturn,Besturn B70,sedan
dc6b6b347e6a8e,dataset/image/76/367/2012/dc6b6b347e6a8e.jpg,2012,rear,"[116.0, 192.0, 799.0, 495.0]",Besturn,Besturn B70,sedan
772e0992688e26,dataset/image/76/367/2009/772e0992688e26.jpg,2009,front,"[97.0, 27.0, 830.0, 605.0]",Besturn,Besturn B70,sedan
6ef314b4f5c08d,dataset/image/76/367/2009/6ef314b4f5c08d.jpg,2009,front,"[151.0, 51.0, 734.0, 571.0]",Besturn,Besturn B70,sedan
a23e7d4442ba9f,dataset/image/76/367/2009/a23e7d4442ba9f.jpg,2009,front,"[121.0, 55.0, 765.0, 580.0]",Besturn,Besturn B70,sedan
4f4437f91f6884,dataset/image/76/367/2009/4f4437f91f6884.jpg,2009,front,"[176.0, 72.0, 718.0, 559.0]",Besturn,Besturn B70,sedan
8c42493a3f24b3,dataset/image/76/367/2009/8c42493a3f24b3.jpg,2009,front,"[68.0, 78.0, 880.0, 611.0]",Besturn,Besturn B70,sedan
3945043acc3734,dataset/image/76/367/2009/3945043acc3734.jpg,2009,rear,"[95.0, 52.0, 817.0, 607.0]",Besturn,Besturn B70,sedan
18e51bdf70450a,dataset/image/76/367/2009/18e51bdf70450a.jpg,2009,front,"[162.0, 18.0, 786.0, 627.0]",Besturn,Besturn B70,sedan
54f4eab142f0d0,dataset/image/76/367/2009/54f4eab142f0d0.jpg,2009,rear,"[160.0, 104.0, 766.0, 578.0]",Besturn,Besturn B70,sedan
d668e5a8b3a35c,dataset/image/76/367/2009/d668e5a8b3a35c.jpg,2009,front,"[116.0, 55.0, 752.0, 590.0]",Besturn,Besturn B70,sedan
45c0caa9b43b11,dataset/image/76/367/2010/45c0caa9b43b11.jpg,2010,front,"[130.0, 120.0, 794.0, 606.0]",Besturn,Besturn B70,sedan
aaeb1cdc93da11,dataset/image/76/367/2010/aaeb1cdc93da11.jpg,2010,front,"[159.0, 128.0, 750.0, 571.0]",Besturn,Besturn B70,sedan
55321dd557c579,dataset/image/76/367/2010/55321dd557c579.jpg,2010,rear,"[131.0, 131.0, 772.0, 617.0]",Besturn,Besturn B70,sedan
0450842ffefff2,dataset/image/76/367/2010/0450842ffefff2.jpg,2010,rear,"[120.0, 126.0, 802.0, 580.0]",Besturn,Besturn B70,sedan
e38e2c29b225ea,dataset/image/76/367/2010/e38e2c29b225ea.jpg,2010,front,"[138.0, 191.0, 762.0, 574.0]",Besturn,Besturn B70,sedan
9091a53664bd9a,dataset/image/76/367/2010/9091a53664bd9a.jpg,2010,front,"[104.0, 93.0, 746.0, 574.0]",Besturn,Besturn B70,sedan
350c3a2ef5b25c,dataset/image/76/367/2010/350c3a2ef5b25c.jpg,2010,front,"[138.0, 40.0, 791.0, 626.0]",Besturn,Besturn B70,sedan
911463668814b9,dataset/image/76/367/2010/911463668814b9.jpg,2010,rear,"[163.0, 120.0, 753.0, 612.0]",Besturn,Besturn B70,sedan
0c207417ca1519,dataset/image/76/367/2010/0c207417ca1519.jpg,2010,rear,"[201.0, 167.0, 730.0, 581.0]",Besturn,Besturn B70,sedan
021bc0c3e8c31b,dataset/image/76/367/2010/021bc0c3e8c31b.jpg,2010,front,"[121.0, 68.0, 836.0, 583.0]",Besturn,Besturn B70,sedan
9fe77b73f62377,dataset/image/76/367/2010/9fe77b73f62377.jpg,2010,rear,"[140.0, 105.0, 786.0, 610.0]",Besturn,Besturn B70,sedan
57b444f61432a0,dataset/image/76/367/2011/57b444f61432a0.jpg,2011,front,"[168.0, 180.0, 720.0, 588.0]",Besturn,Besturn B70,sedan
cd915a57dbb768,dataset/image/76/367/2011/cd915a57dbb768.jpg,2011,front,"[93.0, 135.0, 791.0, 626.0]",Besturn,Besturn B70,sedan
e7a546f0433a1f,dataset/image/76/367/2011/e7a546f0433a1f.jpg,2011,rear,"[186.0, 135.0, 723.0, 570.0]",Besturn,Besturn B70,sedan
ec5c6d6dac8198,dataset/image/76/367/2011/ec5c6d6dac8198.jpg,2011,front,"[168.0, 120.0, 779.0, 561.0]",Besturn,Besturn B70,sedan
c0d28d69bed4d3,dataset/image/76/367/2011/c0d28d69bed4d3.jpg,2011,front,"[161.0, 122.0, 746.0, 567.0]",Besturn,Besturn B70,sedan
9ed462e4a49f13,dataset/image/76/367/2011/9ed462e4a49f13.jpg,2011,rear,"[171.0, 167.0, 738.0, 609.0]",Besturn,Besturn B70,sedan
c81515c1395973,dataset/image/76/367/2011/c81515c1395973.jpg,2011,rear,"[144.0, 109.0, 762.0, 577.0]",Besturn,Besturn B70,sedan
4b32cdb56a4bc5,dataset/image/76/367/2011/4b32cdb56a4bc5.jpg,2011,rear,"[103.0, 106.0, 794.0, 626.0]",Besturn,Besturn B70,sedan
03ec99f73daefb,dataset/image/76/367/2011/03ec99f73daefb.jpg,2011,front,"[153.0, 136.0, 752.0, 593.0]",Besturn,Besturn B70,sedan
54af63b0e7a021,dataset/image/76/367/2011/54af63b0e7a021.jpg,2011,rear,"[200.0, 179.0, 722.0, 591.0]",Besturn,Besturn B70,sedan
a73e355a1d8aba,dataset/image/82/346/2012/a73e355a1d8aba.jpg,2012,rear,"[183.0, 96.0, 625.0, 517.0]",Baojun,Lechi,hatchback
0fc1a3ebabdd03,dataset/image/82/346/2012/0fc1a3ebabdd03.jpg,2012,rear,"[212.0, 113.0, 708.0, 595.0]",Baojun,Lechi,hatchback
83b7669c5749c2,dataset/image/82/346/2012/83b7669c5749c2.jpg,2012,rear,"[163.0, 69.0, 638.0, 522.0]",Baojun,Lechi,hatchback
de4c63e555b3c6,dataset/image/82/346/2012/de4c63e555b3c6.jpg,2012,rear,"[207.0, 132.0, 690.0, 603.0]",Baojun,Lechi,hatchback
341fef9e11f73c,dataset/image/82/346/2012/341fef9e11f73c.jpg,2012,front,"[202.0, 131.0, 733.0, 600.0]",Baojun,Lechi,hatchback
d54fe4589ec422,dataset/image/82/346/2012/d54fe4589ec422.jpg,2012,front,"[240.0, 139.0, 681.0, 538.0]",Baojun,Lechi,hatchback
814005e61521f7,dataset/image/82/346/2012/814005e61521f7.jpg,2012,front,"[235.0, 116.0, 688.0, 521.0]",Baojun,Lechi,hatchback
eb5f37e33caf69,dataset/image/82/346/2012/eb5f37e33caf69.jpg,2012,rear,"[230.0, 117.0, 676.0, 573.0]",Baojun,Lechi,hatchback
b3ba071d579683,dataset/image/82/346/2012/b3ba071d579683.jpg,2012,rear,"[192.0, 98.0, 723.0, 618.0]",Baojun,Lechi,hatchback
38ba12e607843f,dataset/image/82/346/2012/38ba12e607843f.jpg,2012,front,"[187.0, 137.0, 707.0, 592.0]",Baojun,Lechi,hatchback
cbd181c52583c3,dataset/image/82/346/2012/cbd181c52583c3.jpg,2012,front,"[170.0, 93.0, 613.0, 488.0]",Baojun,Lechi,hatchback
a7245f1bb197a2,dataset/image/82/346/2012/a7245f1bb197a2.jpg,2012,rear,"[205.0, 100.0, 709.0, 603.0]",Baojun,Lechi,hatchback
85cce7cdc075c8,dataset/image/82/346/2012/85cce7cdc075c8.jpg,2012,rear,"[232.0, 110.0, 675.0, 556.0]",Baojun,Lechi,hatchback
de787d81a691b2,dataset/image/82/346/2012/de787d81a691b2.jpg,2012,front,"[185.0, 102.0, 735.0, 600.0]",Baojun,Lechi,hatchback
a4b9a8eebb16e4,dataset/image/82/346/2012/a4b9a8eebb16e4.jpg,2012,rear,"[136.0, 46.0, 676.0, 551.0]",Baojun,Lechi,hatchback
462aa13a3c858a,dataset/image/82/346/2012/462aa13a3c858a.jpg,2012,front,"[190.0, 154.0, 713.0, 609.0]",Baojun,Lechi,hatchback
0aad6b7c5fac14,dataset/image/82/346/2012/0aad6b7c5fac14.jpg,2012,rear,"[153.0, 88.0, 635.0, 554.0]",Baojun,Lechi,hatchback
ada21eaa7fc520,dataset/image/82/346/2008/ada21eaa7fc520.jpg,2008,front,"[160.0, 80.0, 738.0, 565.0]",Baojun,Lechi,hatchback
